Entry Point: 0x7FF721380000
GObjects: 0x7FF72376D5B8
GNames: 0x7FF72376D570

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x11663280
Class: GFxData_ContainerDrops_TA                               - Instance: 0x18C3E7400
Class: __GFxData_Controls_TA__ClearBinding_0x1                 - Instance: 0x18C3E7000
Class: GFxData_Controls_TA                                     - Instance: 0x18C3E6C00
Class: __GFxData_Controls_TA__SetCurrentBinding_0x1            - Instance: 0x18C3E6800
Class: __GFxData_DLC_TA__HandleEntitlementsError_0x1           - Instance: 0x18C3E6400
Class: GFxData_DLC_TA                                          - Instance: 0x18C3E6000
Class: __GFxData_EOSVoiceManager_TA__HandleFriendsListChanged_0x1 - Instance: 0x18C3E5C00
Class: GFxData_EOSVoiceRoom_TA                                 - Instance: 0x18C3E5800
Class: GFxData_EOSVoiceManager_TA                              - Instance: 0x18C3E5400
Class: __GFxData_EOSVoiceManager_TA__HandleUserChatPermissionsChanged_0x1 - Instance: 0x18C3E5000
Class: __GFxData_EOSVoiceManager_TA__HandleVoiceChatSettingChanged_0x1 - Instance: 0x18C3E4C00
Class: __GFxData_EOSVoiceRoom_TA__CanSendChatNotification_0x1  - Instance: 0x18C3E4800
Class: __GFxData_EOSVoiceRoom_TA__GetMemberByEpicId_0x1        - Instance: 0x18C3E4400
Class: GFxData_EOSVoiceRoomMember_TA                           - Instance: 0x18C3DFC00
Class: __GFxData_EOSVoiceRoom_TA__GetMemberByPlayerId_0x1      - Instance: 0x18C3DF800
Class: __GFxData_EOSVoiceRoom_TA__HandleBlockStatusChanged_0x1 - Instance: 0x18C3DF400
Class: __GFxData_EpicLogin_TA__RequestAccountAuthorization_0x1 - Instance: 0x18C3DF000
Class: GFxData_EpicLogin_TA                                    - Instance: 0x18C3DEC00
Class: __GFxData_ErrorModals_TA__AlertError_0x1                - Instance: 0x18C3DE800
Class: GFxData_ErrorModals_TA                                  - Instance: 0x18C3DE400
Class: __GFxData_ErrorModals_TA__RemoveErrorType_0x1           - Instance: 0x18C3DE000
Class: __GFxData_FaceIt_TA__HandleError_0x1                    - Instance: 0x18C3DDC00
Class: FaceItErrors_TA                                         - Instance: 0x18C3DD800
Class: GFxData_FaceIt_TA                                       - Instance: 0x18C3DD400
Class: GFxShell_TA                                             - Instance: 0x18C3DD000
Class: __GFxData_Friends_TA__CreateConvertPlatformFriendsPrompt_0x2 - Instance: 0x18C3DCC00
Class: __GFxData_Friends_TA__CreateEpicFriendAcceptedNotification_0x1 - Instance: 0x18C3DC800
Class: __GFxData_Friends_TA__CreateEpicFriendInviteNotification_0x1 - Instance: 0x18C3DC400
Class: FriendRequestNotification_TA                            - Instance: 0x18C3D7C00
Class: __GFxData_Friends_TA__DeleteFriendGroup_0x1             - Instance: 0x18C3D7800
Class: __GFxData_Friends_TA__HandleMatchGUIDChanged_0x1        - Instance: 0x18C3D7400
Class: __GFxData_Friends_TA__HandlePartiesChanged_0x1          - Instance: 0x18C3D7000
Class: OnlineGameParty_TA                                      - Instance: 0x18C3D6C00
Class: RecentPlayers_TA                                        - Instance: 0x18C3D6800
Class: IVanityLoadout_TA                                       - Instance: 0x18C3D6400
Class: __GFxData_Friends_TA__HandlePlayerAddedToMatch_0x1      - Instance: 0x18C3D6000
Class: __GFxData_Friends_TA__HandlePlayerBlocked_0x1           - Instance: 0x18C3D5C00
Class: __GFxData_Friends_TA__IsFriendInParty_0x1               - Instance: 0x18C3D5800
Class: __GFxData_Friends_TA__UnblockPlayer_0x1                 - Instance: 0x18C3D5400
Class: __GFxData_Garage_TA__SetPreviewProduct_0x1              - Instance: 0x18C3D5000
Class: GFxData_Garage_TA                                       - Instance: 0x18C3D4C00
Class: __GFxData_Leaderboards_TA__PrefetchAvatars_0x1          - Instance: 0x18C3D4800
Class: GFxData_Leaderboards_TA                                 - Instance: 0x18C3D4400
Class: __GFxData_LocalPlayer_TA__HandleXPLoaded_0x1            - Instance: 0x18C3D3C00
Class: ClientXPSave_TA                                         - Instance: 0x18C3D3800
Class: GFxData_LocalPlayer_TA                                  - Instance: 0x18C3D3400
Class: __GFxData_MatchHistoryManager_TA__GetMatchHistoryEntryFromMatchGUID_0x1 - Instance: 0x18C3D3000
Class: GFxData_MatchHistory_TA                                 - Instance: 0x18C3D2C00
Class: GFxData_MatchHistoryManager_TA                          - Instance: 0x18C3D2800
Class: __GFxData_MatchHistoryManager_TA__GetMatchHistoryEntryFromReplayURL_0x1 - Instance: 0x18C3D2400
Class: __GFxData_MenuTree_TA__EnterTreeAtRoot_0x1              - Instance: 0x18C3D2000
Class: MenuTreeNode_TA                                         - Instance: 0x18C3D1C00
Class: GFxData_MenuTree_TA                                     - Instance: 0x18C3D1800
Class: __GFxData_MenuTree_TA__GetFocusedChildNodeIndex_0x2     - Instance: 0x18C3D1400
Class: PlayMenuSave_TA                                         - Instance: 0x18C3D1000
Class: __GFxData_MenuTree_TA__GetLastPlaylistFolderTitle_0x1   - Instance: 0x18C3D0C00
Class: __GFxData_MenuTree_TA__JumpToBranch_0x1                 - Instance: 0x18C3D0800
Class: __GFxData_MenuTree_TA__JumpToParentBranch_0x1           - Instance: 0x18C3D0400
Class: __GFxData_MTXGarage_TA__HandleTopMenuChange_0x1         - Instance: 0x18C3C7C00
Class: GFxData_MTXGarage_TA                                    - Instance: 0x18C3C7800
Class: __GFxData_MTXGarage_TA__HandleUnlockContainersResponse_0x1 - Instance: 0x18C3C7400
Class: __GFxData_MTXGarage_TA__RevealContainerUnlocks_0x1      - Instance: 0x18C3C7000
Class: ProductsSave_TA                                         - Instance: 0x18C3C6C00
Class: __GFxData_MultiItemDrops_TA__DropItemGroup_0x1          - Instance: 0x18C3C6800
Class: GFxData_MultiItemDrops_TA                               - Instance: 0x18C3C6400
Class: __GFxData_MultiItemDrops_TA__DropRewardGroup_0x1        - Instance: 0x18C3C6000
Class: CompleteTaskDropGroup_TA                                - Instance: 0x18C3C5C00
Class: __GFxData_MultiItemDrops_TA__GetDropsByType_0x1         - Instance: 0x18C3C5800
Class: __GFxData_MultiItemDrops_TA__HandleChallengeRewardCollected_0x1 - Instance: 0x18C3C5400
Class: __GFxData_MultiItemDrops_TA__HandleGroupSeen_0x1        - Instance: 0x18C3C5000
Class: __GFxData_MultiItemDrops_TA__HandleNewOnlineItem_0x1    - Instance: 0x18C3C4C00
Class: __GFxData_MultiItemDrops_TA__IsProductInGroup_0x1       - Instance: 0x18C3C4800
Class: __GFxData_MusicPlayer_TA__GetTitleTrackBuilder_0x1      - Instance: 0x18C3C4400
Class: IMusicTracklistBuilder                                  - Instance: 0x18C3B7C00
Class: MusicTrack_TA                                           - Instance: 0x18C3B7800
Class: GFxData_MusicPlayer_TA                                  - Instance: 0x18C3B7400
Class: MusicTracklistFactory_TA                                - Instance: 0x18C3B7000
Class: __GFxData_MusicPlayer_TA__MergePlaylists_0x1            - Instance: 0x18C3B6C00
Class: MusicPlaylist_TA                                        - Instance: 0x18C3B6800
Class: __GFxData_Mutators_TA__GetMutatorsByGroupID_0x1         - Instance: 0x18C3B6400
Class: __GFxData_Mutators_TA__InitCustomGameSettings_0x1       - Instance: 0x18C3B6000
Class: __GFxData_Mutators_TA__UpdateNumSelectedMutaors_0x1     - Instance: 0x18C3B5C00
Class: __GFxData_NotificationManager_TA__HandleNotificationHidden_0x1 - Instance: 0x18C3B5800
Class: GFxData_NotificationManager_TA                          - Instance: 0x18C3B5400
Class: __GFxData_NotificationManager_TA__HandleNotificationRemoved_0x1 - Instance: 0x18C3B5000
Class: __GFxData_NotificationManager_TA__OnNotificationHidden_0x1 - Instance: 0x18C3B4C00
Class: __GFxData_Party_TA__ActivatePartyUp_0x3                 - Instance: 0x18C3B4800
Class: StayAsPartyVoter_TA                                     - Instance: 0x18C3B4400
Class: GFxData_Party_TA                                        - Instance: 0x18C3AFC00
Class: __GFxData_Party_TA__HandleAcceptInviteToTrade_0x1       - Instance: 0x18C3AF800
Class: __GFxData_Party_TA__HandleInviteToTrade_0x1             - Instance: 0x18C3AF400
Class: __GFxData_Party_TA__HandlePartyError_0x1                - Instance: 0x18C3AF000
Class: __GFxData_Party_TA__InvitePlayerToTrade_0x1             - Instance: 0x18C3AEC00
Class: __GFxData_Party_TA__OnPlayerInvited_0x1                 - Instance: 0x18C3AE800
Class: __GFxData_Party_TA__ProcessInvitationResponse_0x1       - Instance: 0x18C3AE400
Class: __GFxData_Party_TA__SendAllowTradeRPC_0x1               - Instance: 0x18C3AE000
Class: __GFxData_PartyInvite_TA__HandlePlayerInvitePending_0x1 - Instance: 0x18C3ADC00
Class: PartyInviteNotification_TA                              - Instance: 0x18C3AD800
Class: GFxData_PartyInvite_TA                                  - Instance: 0x18C3AD400
Class: __GFxData_PartyInvite_TA__InviteToPartyInternal_0x1     - Instance: 0x18C3AD000
Class: __GFxData_PartyInvite_TA__InviteToPartySilent_0x1       - Instance: 0x18C3ACC00
Class: __GFxData_PartyJoinRequest_TA__HandleJoinRequestReceived_0x1 - Instance: 0x18C3AC800
Class: GFxData_PartyJoinRequest_TA                             - Instance: 0x18C3AC400
Class: __GFxData_PartyJoinRequest_TA__HandleNotificationAccepted_0x1 - Instance: 0x18C39FC00
Class: __GFxData_PlayerAvatarBorderPreview_TA__CreatePlayerAvatarBorderPreview_0x1 - Instance: 0x18C39F800
Class: GFxData_PlayerAvatarBorderPreview_TA                    - Instance: 0x18C39F400
Class: __GFxData_PlayerAvatarPreview_TA__CreatePlayerAvatarPreview_0x1 - Instance: 0x18C39F000
Class: GFxData_PlayerAvatarPreview_TA                          - Instance: 0x18C39EC00
Class: ProductHash_TA                                          - Instance: 0x18C39E800
Class: __GFxData_PlayerBanners_TA__CreatePlayerBanner_0x1      - Instance: 0x18C39E400
Class: GFxData_PlayerBanners_TA                                - Instance: 0x18C39E000
Class: __GFxData_PlayerBanners_TA__CreatePlayerBannerPreview_0x1 - Instance: 0x18C39DC00
Class: __GFxData_Playlist_TA__SetPlayerCount_0x1               - Instance: 0x18C39D800
Class: GFxData_Playlist_TA                                     - Instance: 0x18C39D400
Class: __GFxData_PossibleTradeIn_TA__GetNumHashInFilteredIDs_0x1 - Instance: 0x18C39D000
Class: GFxData_PossibleTradeIn_TA                              - Instance: 0x18C39CC00
Class: __GFxData_PRI_TA__HandleOwnerChanged_0x1                - Instance: 0x18C39C800
Class: ProfileLoadoutSave_TA                                   - Instance: 0x18C39C400
Class: GFxData_PRI_TA                                          - Instance: 0x18C3A3C00
Class: __GFxData_ProductFilter_TA__GetProductAttributeFilters_0x1 - Instance: 0x18C3A3800
Class: GFxData_ProductFilter_TA                                - Instance: 0x18C3A3400
Class: __GFxData_ProductFilter_TA__GetProductSortingFilters_0x1 - Instance: 0x18C3A3000
Class: __GFxData_ProductFilter_TA__InitProductAttributes_0x1   - Instance: 0x18C3A2C00
Class: __GFxData_ProductFilter_TA__SetProhibitedAttributeTypeSelected_0x1 - Instance: 0x18C3A2800
Class: __GFxData_ProductFilter_TA__UpdateProductSlotNewItems_0x1 - Instance: 0x18C3A2400
Class: Loadout_TA                                              - Instance: 0x18C3A2000
Class: GFxData_Products_TA                                     - Instance: 0x18C3A1C00
Class: __GFxData_Products_TA__HandlePaintedProductLoaded_0x1   - Instance: 0x18C3A1800
Class: LoadingProduct_TA                                       - Instance: 0x18C3A1400
Class: __GFxData_Products_TA__HandleProductThumbnailRendered_0x1 - Instance: 0x18C3A1000
Class: __GFxData_Products_TA__InstanceAttributes_0x3           - Instance: 0x18C3A0C00
Class: IProductAttributeProvider_TA                            - Instance: 0x18C3A0800
Class: GFxData_ProductAttribute_TA                             - Instance: 0x18C3A0400
Class: __GFxData_Products_TA__IsThumbnailReferenced_0x1        - Instance: 0x18C38FC00
Class: __GFxData_Products_TA__LoadAdditionalProductReferences_0x1 - Instance: 0x18C38F800
Class: __GFxData_Products_TA__LoadProduct_0x1                  - Instance: 0x18C38F400
Class: __GFxData_Products_TA__RenderProductThumbnail_0x1       - Instance: 0x18C38F000
Class: __GFxData_Products_TA__SlotContainsNewProducts_0x1      - Instance: 0x18C38EC00
Class: __GFxData_Products_TA__StartLoadingProduct_0x1          - Instance: 0x18C38E800
Class: __GFxData_Products_TA__UpdateProductData_0x1            - Instance: 0x18C38E400
Class: __GFxData_ProductTradeIn_TA__IsTradeInAllowed_0x1       - Instance: 0x18C38E000
Class: GFxData_ProductTradeIn_TA                               - Instance: 0x18C38DC00
Class: __GFxData_ProductTradeIn_TA__UpdateTradeInQuantity_0x1  - Instance: 0x18C38D800
Class: __GFxData_ReplayManager_TA__DownloadReplay_0x1          - Instance: 0x18C38D400
Class: GFxData_ReplayManager_TA                                - Instance: 0x18C38D000
Class: __GFxData_ReplayManager_TA__HandleDownload_0x1          - Instance: 0x18C38CC00
Class: __GFxData_ReplayManager_TA__HandleMatchHistoryReplayDownloaded_0x1 - Instance: 0x18C38C800
Class: __GFxData_ReplayManager_TA__SimulateDownloadReplay_0x1  - Instance: 0x18C38C400
Class: __GFxData_Settings_TA__CrossplayPartyValidation_0x1     - Instance: 0x18C38BC00
Class: GFxData_UserSetting_TA                                  - Instance: 0x18C38B800
Class: GFxData_Settings_TA                                     - Instance: 0x18C38B400
Class: __GFxData_Settings_TA__SetDefaults_0x1                  - Instance: 0x18C38B000
Class: __GFxData_Settings_TA__SetTourScheduleRegion_0x1        - Instance: 0x18C38AC00
